PARTNER_NAME,PARENT_COMPANY,SF_ID,CMS_ID,ZUORA_NAME
Realtime Information Services,0,ACT-00185397,30913,"Real-Time Information Services, Inc."
Recover Continuum,,,,
Recover EU,0,ACT-00122186,29368,Advanced Innovative IT Solutions (AIIS)
RecoverMigration2PlatQA27,,ACT-00296490,24906,RecoverMigration2PlatQA27
RecoverProd01,,,,
"RedEye, Inc.",,,,
Referentia Systems Incorporated,0,ACT-00228279,31299,Referentia Systems Inc
Regent ISO LLC,0,ACT-00114657,26063,"Regent ISO, LLC"
Resolute Technology Solutions,0,ACT-00102979,23459,Resolute Technology Solutions
Resolution IT Limited,0,ACT-00225101,16567,Resolution IT
Reveille Systems Inc,0,ACT-00203077,25977,Reveille Systems Inc
RevolutionIT,0,ACT-00149026,20956,Revolution IT Ltd
"Richline Technical Services, LLC",,,,
Ridegell Consulting,,,,
Ritz-Craft,,ACT-00287335,25940,Ritz-Craft
Robokopp Technologies Corp.RTC Managed Services,,,,
Rouse Consulting Group,0,ACT-00122983,1988,Rouse Consulting Group
Rubino Network Consulting dba RNC Inc,,,,
SENSEI ENTERPRISES,0,ACT-00071722,2965,"Sensei Enterprises, Inc"
SNS - Secure Network Services,0,ACT-00177047,30235,Executel
SOLA Payment,,ACT-00030722,33198,SOLA Payment
SUBNET,0,ACT-00121918,26339,SUBNET
"Sahaka, Llc",#N/A,ACT-00205537,23313,"Sahaka, Llc"
"Saltmarsh, Cleaveland & Gund",,,,
Sapphire Computing Solutions,,ACT-00141023,23215,Sapphire Computing Solutions
ScotiaComp Technologies,0,ACT-00065309,29456,ScotiaComp Technologies
Secur3iT,0,ACT-00061839,20822,Secur3IT
Secure Networks,0,ACT-00144936,26493,Secure Networks for Small Business Inc.
SecureTech,,ACT-00287953,26153,SecureTech
Secured Cyber Services,0,ACT-00425170,32409,Secured Cyber Services
Security Development LLC,0,ACT-00442212,31457,"Security Development LLC, (McCOE)"
Securium IT Solutions,0,ACT-00296698,27310,Securium IT Solutions
Sedona Technologies,,,,
SemTech IT Solutions,0,ACT-00036104,23008,SemTech IT Solutions
"Sensei Enterprises, Inc",0,ACT-00071722,2965,"Sensei Enterprises, Inc"
Sercante LLC,0,ACT-00317655,28085,Sercante LLC
Servodata,,ACT-00249768,25244,Servodata
Sfy It,0,ACT-00035427,29133,Sfy It
Shamsa global LLC,0,ACT-00269711,27308,Shamsa global LLC dba Strikeproof
Sharp Business Systems Danmark AS,0,ACT-00420905,500000758,Sharp Business Systems Danmark AS
Sharp Business Systems Sweden AB,,,,
Sharp IT Services (UK) Limited,,ACT-00108868,500000084,Sharp IT Services (UK) Limited
Shift IT Solutions Inc,0,ACT-00246185,18939,"Shift IT Solutions, Inc."
"Sieve Networks, Inc",,,,
Simoda,0,ACT-00234784,25915,Simoda Ltd
Simon IT,0,ACT-00336718,28653,Simon IT
"Simplatech, LLC",,,,
Simple Solutions Consulting,0,ACT-00268852,26533,Descent Inc
Simplified IT Consulting,,,,
SinglePoint Global,,ACT-00265539,30290,Klugman IT Consulting
Skope IT,,,,
SkyTerra Technologies LLC,,ACT-00154806,27189,SkyTerra Technologies LLC
Skytel Networks Inc.,0,ACT-00114403,28247,Skytel Networks Inc.
Smart Pro Technologies LLC,0,ACT-00070255,24762,Smart Pro Technologies LLC
Smy IT service,,,,
"SoCal Smarthomes, LLC",0,ACT-00075315,16750,"SoCal Smarthomes, LLC"
Soaring Towers,0,ACT-00097791,23951,Soaring Towers
Software Distribution SOFTDISTRIBUTION C.A.,,ACT-00429035,31449,Software Distribution SOFTDISTRIBUTION C.A.
Sol Schwartz and Assoc,0,ACT-00136570,31491,Sol Schwartz & Assoc
Solution IT Montreal,0,ACT-00250548,28177,Solution IT Montreal
Solution ITED,0,ACT-00019966,20965,ited solutions inc
Solutions IT LLC,,,,
Solutions Networking Corporation,0,ACT-00052543,26327,Solutions Networking Corporation
SolveIT Managed Services,0,ACT-00291430,32268,SolveIT Managed Services
SomersetLLC,0,ACT-00223810,23984,Somerset Systems
Sort IT Out,,ACT-00035349,19537,Sort IT Out
Source One Business Services Llc,,,,
South-Western City School District,,,,
Southern IT Networks,,ACT-00140049,28446,Indevtech Incorporated
Southern Motion Inc,0,ACT-00007495,31661,Southern Motion Inc
Stash Ventures,0,ACT-00259262,31529,Stash Ventures
Status Pros,,ACT-00284322,27671,Status Pros
Steel and Metal Systems Inc,0,ACT-00419284,30812,"Steel & Metal Systems, Inc."
Steelbrook Technology Group,0,ACT-00360522,28652,Steelbrook Technology Group
StepFar IT,,,,
Storm IT,,ACT-00153981,500000283,Storm IT
Strategic Network Consulting Ltd (UK),,,,
Strategic Solutions of Virginia,,,,
Strayer Communications Inc,0,ACT-00043581,31515,"Strayer Communications, Inc"
Streamline I.T. Solutions Inc,,,,
Streeter Technology Solutions,0,ACT-00290638,27046,Streeter Technology Solutions
Structured Technologies,,,,
Summit Digital Networks,,ACT-00056189,13811,BeckTek Computer Consultants
SuperFast IT,0,ACT-00040014,16276,SuperFast IT
Superion Inc.,,,,
Sycap IT,,,,
SymTec,0,ACT-00046103,22947,SymTec
Synapse IT Consultants,,ACT-00141858,300000239,All IT Solutions
Systems IT Support & Consultancy Limited,,,,
TCT,,ACT-00324679,28180,TCT
TMD Technology Services Inc,0,ACT-00200563,11791,TMD Technology
TR COMPUTER SALES LLC,0,ACT-00216411,2720,Tr Computer Sales Llc
"TRUSTit, LLC",,,,
Tab Computer Systems Inc,,,,
TabTech,0,ACT-00288007,23089,Education Early Access Demo Portal
Tech 2U,0,ACT-00046889,12108,Tech 2U
Tech Fix LLC,0,ACT-00337139,28400,Tech Fix LLC
"Tech Heads, Inc.",0,ACT-00147202,25800,Tech Heads Inc.
"Tech3 Business Systems, LLC",,,,
TechAdvisors,0,ACT-00239407,30844,TechAdvisors
"Techguides, Inc.",,,,
Technical Drive,,ACT-00243291,500000182,Technical Drive
Technical Integration Services,,,,
Technical Sales APAC rmm,0,ACT-00411934,22646,Technical Sales APAC rmm
Technical Sales Demo - North America,0,ACT-00161422,20141,Technical Sales Demo Portal North America
Technical Sales Demo Portal - EMEA,0,ACT-00449064,500000851,Z-DNU Emea TechSales
Technology Advisory Group,0,ACT-00073557,1103,Technology Advisory Group
Technology Associates,,,,
"Technology Holdings, LLC",0,ACT-00317815,28279,"Technology Holdings, LLC"
Technology Partners Associates,0,ACT-00239460,23870,Technology Partners Associates
Technology Professionals LLC,0,ACT-00246847,10005,Technology Professionals LLC
Techsol Group,,ACT-00288158,500000219,Techsol Group
Techtank IT,0,ACT-00275871,24844,Techtank IT
TekFuel IT,0,ACT-00265652,30596,TekFuel IT
Teknabyte Consulting,,,,
Tele-Plus Corp,0,ACT-00198458,5388,Tele-Plus Corp
"TeleComp, Inc.",0,ACT-00171504,17327,"TeleComp, Inc."
Telligens Technologies,0,ACT-00317397,27850,Telligens Technologies
Test123,,,,
The Connection Inc.,,ACT-00085143,20791,The Connection Inc.
The Cornerstone Professional Group,0,ACT-00218008,2841,The Cornerstone Professional Group
The Financial Services Network,0,ACT-00177708,272,Total Secure Technology
The Greentree Group,,ACT-00102749,21138,The Greentree Group
The HITCO Co,,ACT-00317134,27811,The HITCO Co
The Hill Country Tech,,ACT-00253010,25327,The Hill Country Tech
The IT Security Guys,0,ACT-00296044,31392,The IT Security Guys
Think IP Systems,,ACT-00136609,31188,Think IP Systems
ThreatAdvice Technologies,0,,,ThreatAdvice
Titan Tech Partners,,ACT-00291628,26890,Titan Technology Partners
Totlcom_Inc,0,ACT-00044142,10522,TOTLCOM Inc.
Touchlines Ltd,0,ACT-00109843,24390,Touchlines Ltd
Traditions Spirits Inc,,ACT-00265989,31480,Traditions Spirits Inc
TriCore,,ACT-00148077,500000298,TriCore
Trident Digital Technologies,0,ACT-00153570,26213,Trident Digital Technologies
TruStack Ltd,,ACT-00028849,500000070,TruStack Ltd
Trusted Technology Partners,0,ACT-00455587,32201,Trusted Technology Partners
"Turnkey Computer Systems, Inc.",,,,
UCS Sydney PTY Ltd,,ACT-00290846,26796,UCS Sydney PTY Ltd
"US itek, Inc.",,,,
Ulu Malu Systems,0,ACT-00274371,24402,Ulu HI-Tech
Umbrella Technologies,0,ACT-00208029,25098,Umbrella Technologies
Under One Cloud Consultancy Ltd,,,,
United Systems Technologies,0,ACT-00459416,32694,United Systems Technologies
Universal Information Systems,0,ACT-00119602,1907,Universal Information Systems
University Computers,,ACT-00176376,28144,University Computers
Up Time Technology,,ACT-00092011,28299,Up Time Technology
VBS IT Services,0,ACT-00031558,26514,VBS IT Services
VectorPro LLC,0,ACT-00286639,26168,UMIT Technologies
"Velocity Network, Inc.",,ACT-00105484,22703,"Velocity Network, Inc."
Vesta Tech B.V.,0,ACT-00143829,500000722,Vesta Tech B.V.
Viatel Ireland Ltd,,ACT-00030823,500000119,Viatel Ireland Ltd
Virtual Consulting Solutions LLC,0,ACT-00288922,26323,VCS
Vivek IT Services,0,ACT-00453227,32142,Vivek IT Services
Vodafone IT Hub South Wales,0,ACT-00316924,500001011,Vodafone Business IT Managed Services
WISE TECH CORP,,,,
Wavehill IT Solutions,,ACT-00106371,500000382,Wavehill IT Solutions
Work Services Corp,,ACT-00361770,29990,Work Services Corp
Workflow Solutions,,ACT-00223359,500000405,Workflow Solutions
World Line Networks,0,ACT-00290407,27755,World Line Networks
World Synergy,,,,
Worldband,0,ACT-00138366,27446,Worldband
Your IT Department,,,,
Your Technology Support,,ACT-00169496,27119,Your Technology Support
Z-TECH Associates,,,,
Zenith Networks Ltd,,,,
Zenzero Solutions Ltd,,ACT-00020131,24187,Zenzero Solutions Ltd
Zurc Technologies,0,ACT-00296015,27090,ZURC TECHNOLOGIES LLC
allit,0,ACT-00317373,300000101,DropBear IT
becktek,0,ACT-00378590,30395,Florida Technology
clandet,,ACT-00002557,25439,Cynergy Technologies
"eb Logix, Inc.",0,ACT-00069210,27541,"eb Logix, Inc."
i3 Business Solutions,0,ACT-00041953,642,"i3 Business Solutions, LLC"
"iClarity Solutions Group, Inc.",,,,
"iNet Technology Group, LLC",,,,
"iTrust IT, LLC",,,,
idtsupport,,ACT-00212035,26097,Summit Digital Networks
iiSolutions,0,ACT-00249688,503,iiSolutions
ited solutions inc,,ACT-00154806,27189,SkyTerra Technologies LLC
itro,0,ACT-00197497,16857,itro
kelty,0,ACT-00063902,12557,Kelty Business Solutions.
nTav Inc.,,,,
pcsinc,0,ACT-00132215,24444,Pinnacle Computer Services
savitek,,ACT-00008941,26591,Proactive Data
stratait,0,ACT-00381040,30240,AxisCare
vsi,0,ACT-00103024,24495,"Vistem Solutions, Inc"
y1j583-lhm0tz-syoeln,0,ACT-00099396,2130,Microtel Systems Corp
Infraware,,ACT-00246364,,Infraware
Ingenious Ltd,,ACT-00160641,17316,Ingenious Ltd
Inline Computer Support Inc,,ACT-00230572,,Inline Computer Support Inc.
"InnoLink Systems, Inc.",,ACT-00153469,,Fairdinkum Consulting
InnovaTech Solutions LLC.,,ACT-00072025,17657,Innovatech Solutions
Innovative Computer Concepts Inc,,ACT-00145631,11399,Innovative Computer Concepts Inc
Innovative Vision Technologies,,ACT-00074322,,"Innovative Vision Technologies, Inc.,"
Insight Technologies Inc,,ACT-00153486,11826,"ReadiTech, a DRN Company"
Instone Corporation,,ACT-00037677,1428,Instone Corporation
IntalectUK,,ACT-00116303,17134,Intalect Ltd
Integra Business Center,,ACT-00151247,1519,integraONE
Integra System Technologies,,ACT-00153008,13609,Integra System Technologies
Integral Networks Inc.,,ACT-00173761,,Integral Networks Inc.
IntegraONE,,ACT-00151247,,integraONE
"Integratech,Inc.",,ACT-00035336,32054,"Integratech, Inc."
Integrated Computer Solutions,,ACT-00203594,,Integris
Integrated Data Technologies Inc,,ACT-00245256,2559,Integrated Data Technologies Inc
Integrated Document Technologies Inc,,ACT-00219935,21332,Integrated Document Technologies inc
Integrated Network Associates,,ACT-00288968,26563,Integrated Network Associates
Integrated Solutions,,ACT-00119139,,Integrated MSP Corporation
Integrated Telemanagement Services Inc.,,ACT-00166347,,ITSTelecom
Integrated.Network.Solutions.LLC,,ACT-00030810,8493,"Integrated Network Solutions, Inc"
Integration Technologies,,ACT-00167381,7937,Integration Technologies Inc
"Intelice Solutions, LLC",,ACT-00130307,,Intelice Solutions
IntelliCom,,ACT-00151792,,intellicom
Intelligent Designs,,ACT-00039490,29828,Intelligent Designs
"Intelligent Technical Solutions, Inc.",,ACT-00142836,,"Intelligent Technical Solutions, Inc."
Interakt,,ACT-00057426,,Interakt
Interleave Computers Pty Ltd.,,ACT-00108142,,interleave
Interlink Cloud Advisors,,ACT-00136888,,"Interlink Cloud Advisors, Inc."
InterLink Consulting,,ACT-00167038,,Interlink Computer Consulting
"International Micro Systems, Inc.",,ACT-00037816,,"International Micro Systems, Inc."
Interstate Plastics,,ACT-00237785,,Interstate Plastics
Intranet Technica,,ACT-00195738,,Intranet Technica
Intuit Technologies,,ACT-00245722,,Intuit Technologies
Intuit Technologies Pty Ltd,,ACT-00245722,,Intuit Technologies
Ion Technology Services,,ACT-00163775,17970,Ion Technology Services LLC
iPro Media,,ACT-00246701,,iPro Media
Iron Comet,,ACT-00073574,,Iron Door Cyber Inc
Iron Gate Technology,,ACT-00066469,31499,"Iron Gate Technology, Inc."
IS-T Consulting Group,,ACT-00024677,2586,IS & T Consulting Group
ISG Technology,,ACT-00240193,23514,ISG Technology
ISN Solutions Ltd,,ACT-00218675,,ISN Solutions Limited
IT Architechs Inc.,,ACT-00091987,,ita
IT Authorities,,ACT-00200014,,IT Authorities
IT Automation,,ACT-00181497,24276,IT Automation
"IT Consulting Group, Inc.",,ACT-00074086,5245,IT Consulting Group
IT DataWise Inc,,ACT-00203236,4544,IT DataWise Inc
IT Desk (UK),,ACT-00153390,18327,IT Desk (UK) Ltd
IT Edge,,ACT-00184934,,ite
IT InterConnect,,ACT-00000325,11654,IT Interconnect
IT KBH ApS,,ACT-00253232,21153,IT-KBH ApS
IT Local,,ACT-00212913,17282,IT Local
IT North Texas,,ACT-00080436,,I.T. North Texas
IT Pilots,,ACT-00179332,,itpilots
IT Positive Limited,,ACT-00057504,16924,IT Positive
IT Radix,,ACT-00148566,,Itradix
IT Sales & Service Ltd,,ACT-00072744,,IT Sales & Service Ltd
IT Simplified KS,,ACT-00104452,17726,IT Simplified LLC
IT Spot Inc.,,ACT-00361344,30345,IT Spot
IT Support 247,,ACT-00152983,20245,IT Support 247 Pty Ltd
IT Surrey,,ACT-00249714,,IT Surrey
IT Works Group LLC,,ACT-00274326,24202,IT Works Group LLC
IT-Zaken,,ACT-00242651,500000455,IT-Zaken
IT3Tek,,ACT-00124245,,it3tek
ITBLUE Solutions,,ACT-00150173,,ITB
ITC Data Corp,,ACT-00086058,9802,ITC
ITCubed,TD Synnex Corp,ACT-00246721,,ITCubed
ITDefenses LLC,,ACT-00087692,3085,"ITDefenses, LLC"
iTeam Solutions Ltd,,ACT-00227815,16891,Morse Networks Ltd
"iTeam Technology Associates, LLC",,ACT-00104435,17903,"iTeam Technology Associates, LLC"
ITEC Connect Ltd,,ACT-00094310,,ITEC Connect Limited
iTeeth,,ACT-00269025,23957,I-Teethpc
iThinkTech Technology Group,,ACT-00046842,16053,iThinkTech Technology Group
ITNC,,ACT-00240307,20263,Intellectual Technology & Communication Pty Ltd ( IT&C )
ITrust-IT,,ACT-00203936,13814,"iTrust IT, LLC"
ITStitch LLC,,ACT-00200321,15328,IT Stitch
ITwerx Corp,,ACT-00076333,,ITwerx Corp
ITWiser LLP,,ACT-00228667,,ITWiser LLP
ITX,,ACT-00233063,2211,Stratus Information Systems
"iValley Technology Partners, Inc.",,ACT-00141283,2705,iValley Technology Partners
ivionics,,ACT-00156306,,ivionics
J Darin Thomas Technology LLC,,ACT-00237432,14359,J. Darin Thomas Technology LLC
J J ETC Inc,,ACT-00053077,612,J J Etc Inc
J Tech Integrations LLC,,ACT-00228645,235,JJ Integrations
J2 IT Group,,ACT-00116290,8557,"J2 IT Group, LLC"
"J2 IT Group, LLC",,ACT-00116290,8557,"J2 IT Group, LLC"
Jackson Thornton,,ACT-00165626,,Jackson Thornton Technologies
JAT Computer Solutions,,ACT-00115842,8467,JAT Computer Solutions
JD Young,,ACT-00241033,9811,JD Young / Geek Rescue
"JDI Technology Group, Inc.",,ACT-00110882,,JDI Technology Group
JDIT,,ACT-00128683,10871,JDIT
JEC Technologies Group,,ACT-00236854,21137,JEC Technologies Group
JetSweep,,ACT-00237205,19994,JetSweep
"JFR Consulting, Inc.",,ACT-00224925,,"JFR Consulting, Inc."
JP Schwartz-Ed Tech Fusion dba JP Schwartz Inc,,ACT-00120912,,JPSchwartz
JRCC Inc,,ACT-00170055,,JRCC Inc
JS Advanced IT,,ACT-00125530,15229,J&S Advanced I.T.
JS COMPUTEK LLC,,ACT-00097843,,jscomputekllc
"KAB Computer Services, LLC",,ACT-00074333,,KAB Computer Services LLC
Kaiser IT Group LLC,,ACT-00150976,14483,Digital Bits Network dba Kaiser IT Group
Kamtech IT Solutions LLC,,ACT-00143631,14522,Kamtech IT
Kapp Communications,,ACT-00181871,17033,Kapp Communications
KB Computer Consulting Inc,,ACT-00225951,,KB Computer Consulting
KCI / SystemsNet,,ACT-00061876,920,SystemsNet
KCS,,ACT-00082478,,KCS
"KEAO Technology Solutions,  LLC",,ACT-00046118,,"KEAO Technology Solutions, LLC"
"KEAO Technology Solutions, LLC",,ACT-00046118,11704,"KEAO Technology Solutions, LLC"
Keith Jones-IT,,ACT-00259796,,Keith Jones-IT
Keith Weldon Design,,ACT-00097852,,Keith Weldon Design
Kelly Office Solutions,,ACT-00152911,24868,Kelly Office Solutions
Kelty iManagement,,ACT-00063902,12557,Kelty Business Solutions.
Kemlyn Consultants Ltd,,ACT-00264590,22591,Kemlyn Consultants Ltd
Kerr Consulting,,ACT-00048492,21035,Kerr Consulting
Kevin Brown,,ACT-00243255,17975,IT Consultant
Key I.T. Systems Inc.,,ACT-00115616,3453,Key IT Systems
Keystone Information Technology,,ACT-00099576,,Keystone Digital Imaging Inc
Kezber,,ACT-00056015,22647,Kezber
Kilobytes Data Solutions,,ACT-00167012,17658,Kilobytes Data Solutions Inc
Kinetic Consulting Group,,ACT-00295615,27142,Kinetic Consulting Group
Kinetik IT,,ACT-00124673,12212,Kinetik IT
Kingwood PC Repair,,ACT-00050530,15313,Kingwood IT
KIS Technologies Inc,,ACT-00224880,27456,KIS Technologies Inc.
Kite Technology Group,,ACT-00121128,,Kite Technology Group
KLB Systems,,ACT-00035338,18125,KLB Systems
KME Systems,,ACT-00171729,18111,"KME Systems, Inc."
KMicro,TD Synnex Corp,ACT-00246783,,KMicro
Knight Computer Consulting LLC,,ACT-00042760,30429,"Knight Computer Consulting, LLC"
Knight Office Solutions,,ACT-00082148,15154,"Knight Office Solutions, Inc."
ISOutsource,,ACT-00154903,31189,ISOutsource
"iTEAM Consulting, LLC",,ACT-00119681,,"ITeam Consulting, LLC."
Itek Systems Management Ltd,,ACT-00040282,15016,Itek Systems Management Group
Jungle IT,,ACT-00053417,500000204,Jungle It Ltd
Kalmer Solutions,,ACT-00140160,30064,"Kalmer Solutions, LLC"
Keen IT Services,,ACT-00153601,22824,Keen IT Services
Kelley Create,,ACT-00245191,16624,Kelley Create
Kent School District in WA state,,ACT-00415184,-,Kent School District
Kilobytes Data Solutions Inc,,ACT-00167012,17658,Kilobytes Data Solutions Inc
"Kraft & Kennedy, Inc.",,ACT-00111689,28532,"Kraft & Kennedy, Inc."
Krueger Communications,,ACT-00140142,25287,Krueger Communications
"Lead-In Technologies, Inc.",,ACT-00038275,5557,Lead-In Technologies
"Leading Edge Solutions, Inc.",,ACT-00240112,28714,"Leading Edge Solutions, Inc."
LeadingIT,,ACT-00094898,24905,Leading I.T. Solutions
Liberty Maritime,,ACT-00185404,29281,Liberty Maritime
Lincoln Computer Services,,ACT-00092612,22866,Lincoln Computer Services
Liquid Pear Technologies,,ACT-00096969,33025,"Liquid Pear Technologies, Inc."
"1 Up Tech, LLC",,ACT-00014442,21077,"1 Up Tech, LLC"
1SWISS1 SA,,ACT-00172679,500000728,1Swiss1
360 Consulting,,ACT-00246258,23830,Mason-Brown IT
4Leet,,ACT-00166044,27521,4Leet
7CYBER PR,,ACT-00457560,32522,
AD Infogestion,,ACT-00010658,27490,AD Infogestion
AID Group,Q4-24-CW-Promo,ACT-00059485,24118,AID Group
AMP Information Systems Limited,,ACT-00202333,500000337,AMP Information Systems Limited
ASAP Computer,,ACT-00167562,33302,
AT Management,,ACT-00250605,500000558,
"Abacus Information Systems, Inc.",,ACT-00244200,31511,
Accent Imaging,,ACT-00098127,11869,Accent Imaging
Access Systems (Century Business Technologies),,ACT-00125031,32767,
Acme Business,,ACT-00064005,26888,Acme Business
Adira,,ACT-00296563,33471,Adira
Advanced Computers,"Advanced Microcomputers, Inc.",ACT-00039502,29528,
Allegiance Technologies & Consulting LLC,,ACT-00039390,26285,
Alliance IT LLC,,ACT-00147987,30257,
"Alliance IT, LLC",,ACT-00147987,30257,"Alliance IT, LLC"
Allied IT Systems,,ACT-00133179,30780,Allied IT Systems
"Allied Technologies Online, Inc",,ACT-00048001,24783,"Allied Technologies Online, Inc"
Allied Technology Group LLC,,ACT-00073163,32788,
"Allied Technology Group, LLC",,ACT-00073163,,"Allied Technology Group, LLC"
Altruistic Technology Solutions,,ACT-00317346,29526,
American Products,,ACT-00336835,,AMPROD LLC
Anatomy IT,,ACT-00237049,,"Anatomy IT, LLC"
Anatomy_IT (Former Compufit),"Anatomy IT, LLC",ACT-00237049,24594,
Andrews & Associates,,ACT-00209069,21378,
Anytime IT Solutions,,ACT-00062070,,Anytime IT Solutions
Applied Network Solutions,,ACT-00189434,,Applied Network Solutions
Aptek,Q4-24-CW-Promo,ACT-00063262,23976,Aptek
Archon IT Services Ltd,,ACT-00275763,27257,Archon IT Services Ltd
Arcitechx,,ACT-00407498,32531,Arcitechx
Atticus Rowan,,ACT-00246808,33484,
Automated Results Computer Consulting LLC,,ACT-00199490,30634,Automated Results Computer Consulting LLC
Avaunt Technologies Inc.,,ACT-00046310,18951,
AxTech LLC,,ACT-00136702,31360,AxTech LLC
BHD,"Boston HelpDesk, Inc.",ACT-00191410,20874,"Boston HelpDesk, Inc."
BIT Solution,,ACT-00265547,30611,BIT Solution
BOW-BOECK ENTERPRISES LLC Dba Reach Technologies,,ACT-00003440,26044,BOW-BOECK ENTERPRISES LLC Dba Reach Technologies
BTS Solutions,,ACT-00334745,28188,BTS Solutions
BYTECAFE,,ACT-00063196,3270,
"BZW Consulting Group, Inc.",,ACT-00253088,23134,BB2 Technology Group
Baleehoo Media Inc,Q4-24-CW-Promo,ACT-00298323,31644,Baleehoo Media Inc
BalsamTechnologies,,ACT-00108589,3067,BalsamTechnologies
Barry Communications,,ACT-00004219,32013,
Barry Communications Inc,,ACT-00004219,32013,Barry Communications Inc
Be-Ci,,ACT-00276563,29203,
Beringer Technology Group,,ACT-00229927,24049,Beringer Technology Group
"Bethel IT Services, LLC",,ACT-00451649,31934,
Better World Tech,,ACT-00208525,19650,
BizITy,,ACT-00286788,31643,BizITy
BluWave,,ACT-00119428,24752,BluWave
BlueArmor,,ACT-00246005,27750,
Boltacity LLC,,ACT-00249493,23440,
Boys and Girls Club of Greater Houston,,ACT-00455419,32585,Boys and Girls Club of Greater Houston
BriteCity,,ACT-00204994,18632,BriteCity
Brivy,,ACT-00289729,26465,
"Burk Technology, Inc",,ACT-00250486,27003,"Burk Technology, Inc"
Business Communication Solutions,,ACT-00092099,23355,
"Business Data Solutions, Inc.",,ACT-00246016,30781,"Business Data Solutions, Inc."
"Business Technologies, LLC",,ACT-00235589,26229,"Business Technologies, LLC"
ByteCafe,,ACT-00063196,3270,
Bytes Computer & Network Solutions,,ACT-00231644,10440,
"Byteworks, LLC",,ACT-00019714,29761,
C Squared Networks,,ACT-00266210,23265,C Squared Networks
CAI Software LLC,,ACT-00268553,2316,
"CAi Software, LLC",,ACT-00268553,2316,"CAi Software, LLC"
CBH Computers,,ACT-00252171,500000232,
CEG,,ACT-00118539,26011,
CHS Networks Ltd,,ACT-00084560,24987,
CMA Technologies,,ACT-00274377,26413,CMA Technologies
CMIT Solutions of Columbus,CMIT Headquarters,ACT-00245648,15992,CMIT Solutions of Columbus
CONSULTATION AMALTITEK,,ACT-00385103,31551,
COSCORP,,ACT-00199733,23167,COSCORP
CR Solutions Group Inc.,,ACT-00138839,30653,CR Solutions Group Inc.
"CR Solutions Group, Inc.",,ACT-00138839,30653,
CRC Cloud,,ACT-00249506,26950,
CT Solutions,,ACT-00431883,32174,CT Solutions
CW Security Dashboard,,ACT-00453923,32060,
CYB3R LLC,,ACT-00296847,500000241,
Canyon Point Technologies,,ACT-00416736,32596,Canyon Point Technologies
"Capstone Works, Inc.",,ACT-00110147,29573,"Capstone Works, Inc."
Captivate Technology Solutions.,,ACT-00361188,500000437,Captivate Technology Solutions Limited
Carisma Managed IT Solutions,,ACT-00090782,28614,
Carmichael Business Technology (CBT),,ACT-00043657,27147,
Carmichael Consulting Solutions,Q4-24-CW-Promo,ACT-00069316,27582,Carmichael Consulting Solutions
Celera Networks,,ACT-00072403,,Celera Networks Inc
Century Business Technologies,,ACT-00065731,19721,Century Business Technologies
Chalvington Group,,ACT-00191501,500000729,Chalvington Group
Chalvington Group.,,ACT-00191501,500000729,
Cipe Solutions,,ACT-00027335,30747,Cipe Solutions
Collective Data,,ACT-00286852,26564,Collective Data
Commercial Business Technology Corporation,,ACT-00181729,28931,Commercial Business Technology Corporation
Commlink IT,,ACT-00031719,24097,
"Community Service Programs of West AL, Inc.",,ACT-00233318,33463,
Complete Computing Solutions,,ACT-00225052,23864,Complete Computing Solutions
"Compu-Net Systems, LLC",,ACT-00057592,24311,
Compustores Managed IT Services,,ACT-00098990,31358,
Computer Business Solutions Spokane,,ACT-00096031,27743,
"Computer Logic, Inc",,ACT-00026766,24371,
"Computer Networking Solutions, Inc.",,ACT-00107003,27281,
Computer Solutions Texas,Q4-24-CW-Promo,ACT-00056089,26989,Computer Solutions Texas
Computer Systems Development Services Inc,,ACT-00063404,391,Computer Systems Development Services Inc
Computer Troubleshooters - Galway,Q4-24-CW-Promo.connectwise.com,ACT-00007348,13100,
Computer Troubleshooters of West Littleton,,ACT-00086225,7137,
Computer Troubleshooters ÃÂÃÂ¢ÃÂ¢Ã¢ÂÂÃÂ¬ÃÂ¢Ã¢ÂÂ¬Ã Â Galway,Q4-24-CW-Promo.connectwise.com,ACT-00007348,13100,Computer Troubleshooters ÃÂÃÂ¢ÃÂ¢Ã¢ÂÂÃÂ¬ÃÂ¢Ã¢ÂÂ¬Ã Â Galway
Comtel Systems,,ACT-00125937,24977,Comtel Systems
Concerto Networks of Detroit,,ACT-00136044,15109,
ConexPro,Q4-24-CW-Promo,ACT-00413814,30378,ConexPro
Consortyo Networks and Security,,ACT-00250501,28760,
Consultation AmaltiTEK,,ACT-00385103,31551,Consultation AmaltiTEK
Converged Communication Solutions Ltd,,ACT-00146960,22989,Converged Communication Solutions Ltd
Creative Consultants Group,,ACT-00087067,24279,
Creative One,,ACT-00296735,27668,
Crosslin Technologies,,ACT-00240217,21406,Crosslin Technologies
Crown Computers,,ACT-00031595,26921,
Crown Networks Llc,,ACT-00296795,27312,
Cwfinc [23686],,ACT-00009288,33315,
Cws,,ACT-00004197,23235,Cws
Cyber Advisors,,ACT-00224068,24522,
Cyber Stone Ltd,,ACT-00431330,300000377,Cyber Stone Ltd
CyberlinkASP -,,ACT-00051086,23059,
Cybertech360,,ACT-00267901,27409,CYBERTECH360
Cypher Connect LLC,,ACT-00649749,33858,Cypher Connect LLC
DAGI,Q4-24-CW-Promo,ACT-00283709,31666,DAGI
