VENDOR,CW_SKU,VENDOR_SKU,SKU_MATCH_KEY,CONTRACT_COST_RATE,CW_RETAIL_RATE,VENDOR_UNIT_PRICE,CW_UNIT_PRICE,MAPPING_NOTES
Acronis,APP-BC-SRHAMSENS,SRHAMSENS,SRHAMSENS,0.7313,0.36,0.36,2.47,Zuora PRODUCT_SKU maps to vendor code SRHAMSENS
Acronis,M2M-APP-BC-SRHAMSENS,SRHAMSENS,SRHAMSENS,0.7313,,,,Zuora PRODUCT_SKU maps to vendor code SRHAMSENS
Acronis,SRHAMSENS,SRHAMSENS,SRHAMSENS,0.7313,,,,Zuora PRODUCT_SKU maps to vendor code SRHAMSENS
Acronis,TASRHAMSEN,SRHAMSENS,SRHAMSENS,0.7313,,,,Zuora PRODUCT_SKU maps to vendor code SRHAMSENS
Acronis,ACB-USD-M00-TASRI5MSEN,SRI5MSENS,SRI5MSENS,1.15,,,,Zuora PRODUCT_SKU maps to vendor code SRI5MSENS
Acronis,APP-SA-SRI5MSENS,SRI5MSENS,SRI5MSENS,1.15,1.45,1.45,3.25,Zuora PRODUCT_SKU maps to vendor code SRI5MSENS
Acronis,M2M-APP-SA-SRI5MSENS,SRI5MSENS,SRI5MSENS,1.15,,,,Zuora PRODUCT_SKU maps to vendor code SRI5MSENS
Acronis,SRI5MSENS,SRI5MSENS,SRI5MSENS,1.15,,,,Zuora PRODUCT_SKU maps to vendor code SRI5MSENS
Acronis,TASRI5MSEN,SRI5MSENS,SRI5MSENS,1.15,,,,Zuora PRODUCT_SKU maps to vendor code SRI5MSENS
Acronis,UNMATCHED,SRI5MSENS,SRI5MSENS,1.15,,,,Zuora PRODUCT_SKU maps to vendor code SRI5MSENS
Acronis,ACB-CAD-M00-TASRIAMSEN,SRIAMSENS,SRIAMSENS,0.1725,,,,Zuora PRODUCT_SKU maps to vendor code SRIAMSENS
Acronis,ACB-UKD-M00-TASRIAMSEN,SRIAMSENS,SRIAMSENS,0.1725,,,,Zuora PRODUCT_SKU maps to vendor code SRIAMSENS
Acronis,ACB-USD-M00-TASRIAMSEN,SRIAMSENS,SRIAMSENS,0.1725,,,,Zuora PRODUCT_SKU maps to vendor code SRIAMSENS
Acronis,APP-BC-SRIAMSENS,SRIAMSENS,SRIAMSENS,0.1725,0.55,0.55,1.3,Zuora PRODUCT_SKU maps to vendor code SRIAMSENS
Acronis,BB-ACRONIS-ADV-PROTECTION-BUNDLE,SRIAMSENS,SRIAMSENS,0.1725,,,,"ADV-PROTECTION + ""Advanced Security"" -> SRIAMSENS"
Acronis,M2M-APP-BC-SRIAMSENS,SRIAMSENS,SRIAMSENS,0.1725,,,,Zuora PRODUCT_SKU maps to vendor code SRIAMSENS
Acronis,SRIAMSENS,SRIAMSENS,SRIAMSENS,0.1725,,,,Zuora PRODUCT_SKU maps to vendor code SRIAMSENS
Acronis,TASRIAMSEN,SRIAMSENS,SRIAMSENS,0.1725,,,,Zuora PRODUCT_SKU maps to vendor code SRIAMSENS
Acronis,UNMATCHED,SRIAMSENS,SRIAMSENS,0.1725,,,,Zuora PRODUCT_SKU maps to vendor code SRIAMSENS
Acronis,ACB-USD-M00-TASRJAMSEN,SRJAMSENS,SRJAMSENS,1.1502,,,,Zuora PRODUCT_SKU maps to vendor code SRJAMSENS
Acronis,APP-BC-SRJAMSENS,SRJAMSENS,SRJAMSENS,1.1502,1.24,1.24,2.86,Zuora PRODUCT_SKU maps to vendor code SRJAMSENS
Acronis,BB-ACRONIS-WORKLOAD-BUNDLE,SRJAMSENS,SRJAMSENS,1.1502,,,,"WORKLOAD + ""Microsoft 365 seat (with unlimited storage)"" -> SRJAMSENS"
Acronis,M2M-APP-BC-SRJAMSENS,SRJAMSENS,SRJAMSENS,1.1502,,,,Zuora PRODUCT_SKU maps to vendor code SRJAMSENS
Acronis,SRJAMSENS,SRJAMSENS,SRJAMSENS,1.1502,,,,Zuora PRODUCT_SKU maps to vendor code SRJAMSENS
Acronis,TASRJAMSEN,SRJAMSENS,SRJAMSENS,1.1502,,,,Zuora PRODUCT_SKU maps to vendor code SRJAMSENS
Acronis,UNMATCHED,SRJAMSENS,SRJAMSENS,1.1502,,,,Zuora PRODUCT_SKU maps to vendor code SRJAMSENS
Acronis,APP-SA-SRJGMSENS,SRJGMSENS,SRJGMSENS,0.831,0.7455,0.7455,2.15,Zuora PRODUCT_SKU maps to vendor code SRJGMSENS
Acronis,M2M-APP-SA-SRJGMSENS,SRJGMSENS,SRJGMSENS,0.831,,,,Zuora PRODUCT_SKU maps to vendor code SRJGMSENS
Acronis,SRJGMSENS,SRJGMSENS,SRJGMSENS,0.831,,,,Zuora PRODUCT_SKU maps to vendor code SRJGMSENS
Acronis,APP-SRMAMSENS,SRMAMSENS,SRMAMSENS,0.6674,0.6,0.6,1.56,Zuora PRODUCT_SKU maps to vendor code SRMAMSENS
Acronis,SRMAMSENS,SRMAMSENS,SRMAMSENS,0.6674,,,,Zuora PRODUCT_SKU maps to vendor code SRMAMSENS
Acronis,APP-SA-SRXAMSENS,SRXAMSENS,SRXAMSENS,0.2575,0.6745,0.6745,2.21,Zuora PRODUCT_SKU maps to vendor code SRXAMSENS
Acronis,SRXAMSENS,SRXAMSENS,SRXAMSENS,0.2575,,,,Zuora PRODUCT_SKU maps to vendor code SRXAMSENS
Acronis,APP-BC-SUVAMSENS,SUVAMSENS,SUVAMSENS,0.0149,0.018,0.018,0.06,Zuora PRODUCT_SKU maps to vendor code SUVAMSENS
Acronis,M2M-APP-BC-SUVAMSENS,SUVAMSENS,SUVAMSENS,0.0149,,,,Zuora PRODUCT_SKU maps to vendor code SUVAMSENS
Acronis,SUVAMSENS,SUVAMSENS,SUVAMSENS,0.0149,,,,Zuora PRODUCT_SKU maps to vendor code SUVAMSENS
Acronis,TASUVAMSEN,SUVAMSENS,SUVAMSENS,0.0149,,,,Zuora PRODUCT_SKU maps to vendor code SUVAMSENS
Acronis,3PARTYONPREMHOSTEDDR,SVEAMSENS,SVEAMSENS,0.0272,,,,Zuora PRODUCT_SKU maps to vendor code SVEAMSENS
Acronis,ACB-CAD-M00-TASVEAMSEN,SVEAMSENS,SVEAMSENS,0.0272,,,,Zuora PRODUCT_SKU maps to vendor code SVEAMSENS
Acronis,ACB-UKD-M00-TASVEAMSEN,SVEAMSENS,SVEAMSENS,0.0272,,,,Zuora PRODUCT_SKU maps to vendor code SVEAMSENS
Acronis,ACB-USD-M00-TASVEAMSEN,SVEAMSENS,SVEAMSENS,0.0272,,,,Zuora PRODUCT_SKU maps to vendor code SVEAMSENS
Acronis,APP-BC-SVEAMSENS,SVEAMSENS,SVEAMSENS,0.0272,0.032,0.032,0.08,Zuora PRODUCT_SKU maps to vendor code SVEAMSENS
Acronis,BB-ACRONIS-ADV-PROTECTION-BUNDLE,SVEAMSENS,SVEAMSENS,0.0272,,,,"BB-ACRONIS-ADV-PROTECTION-BUNDLE + charge like ""Disaster Recovery - Hosted Storage"" -> SVEAMSENS"
Acronis,LEGACYSKUTASPBAMSEN,SVEAMSENS,SVEAMSENS,0.0272,,,,Zuora PRODUCT_SKU maps to vendor code SVEAMSENS
Acronis,MP-SVEAMSENS,SVEAMSENS,SVEAMSENS,0.0272,,,,Zuora PRODUCT_SKU maps to vendor code SVEAMSENS
Acronis,SVEAMSENS,SVEAMSENS,SVEAMSENS,0.0272,,,,Zuora PRODUCT_SKU maps to vendor code SVEAMSENS
Acronis,SVEAMSENS / 3PARTYONPREMHOSTEDDR,SVEAMSENS,SVEAMSENS,0.0272,,,,Zuora PRODUCT_SKU maps to vendor code SVEAMSENS
Acronis,TASVEAMSEN,SVEAMSENS,SVEAMSENS,0.0272,,,,Zuora PRODUCT_SKU maps to vendor code SVEAMSENS
Acronis,APP-BC-SVVAMSENS,SVVAMSENS,SVVAMSENS,10.4,4.2131,4.2131,10.4,Zuora PRODUCT_SKU maps to vendor code SVVAMSENS
Acronis,BC-SVVAMSENS,SVVAMSENS,SVVAMSENS,,,,,Zuora PRODUCT_SKU maps to vendor code SVVAMSENS
Acronis,M2M-APP-BC-SVVAMSENS,SVVAMSENS,SVVAMSENS,,,,,Zuora PRODUCT_SKU maps to vendor code SVVAMSENS
Acronis,SVVAMSENS,SVVAMSENS,SVVAMSENS,,,,,Zuora PRODUCT_SKU maps to vendor code SVVAMSENS
Auvik,,RM - ASM - 100 - Overage,AUVIK_CMS_ASM,,,,,2026-08-30: rebuilt vendor_product map from AUVIK_USAGE
Auvik,,RM - ASM - 50 - Committed,AUVIK_CMS_ASM,,,,,2026-08-30: rebuilt vendor_product map from AUVIK_USAGE
Auvik,,SRM - ASM - MSP - Overage,AUVIK_CMS_ASM,,,,,2026-08-30: rebuilt vendor_product map from AUVIK_USAGE
Auvik,,RM - ASM - 250 - Overage,AUVIK_CMS_ASM,,,,,2026-08-30: rebuilt vendor_product map from AUVIK_USAGE
Auvik,,SRM - ASM - MSP - Committed,AUVIK_CMS_ASM,,,,,2026-08-30: rebuilt vendor_product map from AUVIK_USAGE
Auvik,,RM - ASM - 250 - Committed,AUVIK_CMS_ASM,,,,,2026-08-30: rebuilt vendor_product map from AUVIK_USAGE
Auvik,,RM - ASM - 500 - Committed,AUVIK_CMS_ASM,,,,,2026-08-30: rebuilt vendor_product map from AUVIK_USAGE
Auvik,,RM - ASM - 100 - Committed,AUVIK_CMS_ASM,,,,,2026-08-30: rebuilt vendor_product map from AUVIK_USAGE
Auvik,,Auvik SaaS Management Evergreen,AUVIK_CMS_ASM,,,,,2026-08-30: rebuilt vendor_product map from AUVIK_USAGE
Auvik,,Auvik SaaS Management - Evergreen,AUVIK_CMS_ASM,,,,,2026-08-30: rebuilt vendor_product map from AUVIK_USAGE
Auvik,,RM - ASM - 500 - Overage,AUVIK_CMS_ASM,,,,,2026-08-30: rebuilt vendor_product map from AUVIK_USAGE
Auvik,CMS-3P-UMM-RMM-SAAS-10070101,,AUVIK_CMS_ESSENTIALS,,,0.0,27.6,Seed-derived Auvik CW SKU from seed__product_categorization (2026-08-30 rebuild)
Auvik,CMS-3P-UMM-RMM-SAAS-10070203,,AUVIK_CMS_ESSENTIALS,,,0.0,25.3,Seed-derived Auvik CW SKU from seed__product_categorization (2026-08-30 rebuild)
Auvik,CMS-3P-UMM-RMM-SAAS-10072002,,AUVIK_CMS_ESSENTIALS,,,0.0,22.0,Seed-derived Auvik CW SKU from seed__product_categorization (2026-08-30 rebuild)
Auvik,CMS-UMM-SAAS-RMM-UMM-SRMMANM,,AUVIK_CMS_ESSENTIALS,,,0.0,1.5525,Seed-derived Auvik CW SKU from seed__product_categorization (2026-08-30 rebuild)
Auvik,CULCSAAS100706P00010,,AUVIK_CMS_ESSENTIALS,,,,,Seed-derived Auvik CW SKU from seed__product_categorization (2026-08-30 rebuild) | 2026-08-30-b: pruned+CMS-retag: retagged CW->CMS (CMS RMM Networks Auvik bundle)
Auvik,CULCSAAS100707P00040,,AUVIK_CMS_ESSENTIALS,,,,,Seed-derived Auvik CW SKU from seed__product_categorization (2026-08-30 rebuild) | 2026-08-30-b: pruned+CMS-retag: retagged CW->CMS (CMS RMM Networks Auvik bundle)
Auvik,CULCSAAS100708P00075,,AUVIK_CMS_ESSENTIALS,,,,,Seed-derived Auvik CW SKU from seed__product_categorization (2026-08-30 rebuild) | 2026-08-30-b: pruned+CMS-retag: retagged CW->CMS (CMS RMM Networks Auvik bundle)
Auvik,CULCSAAS100708P00100,,AUVIK_CMS_ESSENTIALS,,,,,Seed-derived Auvik CW SKU from seed__product_categorization (2026-08-30 rebuild) | 2026-08-30-b: pruned+CMS-retag: retagged CW->CMS (CMS RMM Networks Auvik bundle)
Auvik,CULCSAAS100709P00175,,AUVIK_CMS_ESSENTIALS,,,,,Seed-derived Auvik CW SKU from seed__product_categorization (2026-08-30 rebuild) | 2026-08-30-b: pruned+CMS-retag: retagged CW->CMS (CMS RMM Networks Auvik bundle)
Auvik,CULCSAAS100710P00250,,AUVIK_CMS_ESSENTIALS,,,,,Seed-derived Auvik CW SKU from seed__product_categorization (2026-08-30 rebuild) | 2026-08-30-b: pruned+CMS-retag: retagged CW->CMS (CMS RMM Networks Auvik bundle)
Auvik,CULCSAAS100711P00500,,AUVIK_CMS_ESSENTIALS,,,,,Seed-derived Auvik CW SKU from seed__product_categorization (2026-08-30 rebuild) | 2026-08-30-b: pruned+CMS-retag: retagged CW->CMS (CMS RMM Networks Auvik bundle)
Auvik,CULCSAAS100712P00750,,AUVIK_CMS_ESSENTIALS,,,,,Seed-derived Auvik CW SKU from seed__product_categorization (2026-08-30 rebuild) | 2026-08-30-b: pruned+CMS-retag: retagged CW->CMS (CMS RMM Networks Auvik bundle)
Auvik,CULCSAAS100713P10000,,AUVIK_CMS_ESSENTIALS,,,,,Seed-derived Auvik CW SKU from seed__product_categorization (2026-08-30 rebuild) | 2026-08-30-b: pruned+CMS-retag: retagged CW->CMS (CMS RMM Networks Auvik bundle)
Auvik,CULCSAAS100714P01500,,AUVIK_CMS_ESSENTIALS,,,,,Seed-derived Auvik CW SKU from seed__product_categorization (2026-08-30 rebuild) | 2026-08-30-b: pruned+CMS-retag: retagged CW->CMS (CMS RMM Networks Auvik bundle)
Auvik,CULCSAAS100727P00150,,AUVIK_CMS_ESSENTIALS,,,,,Seed-derived Auvik CW SKU from seed__product_categorization (2026-08-30 rebuild) | 2026-08-30-b: pruned+CMS-retag: retagged CW->CMS (CMS RMM Networks Auvik bundle)
Auvik,CULCSAS10071601M0010,,AUVIK_CMS_ESSENTIALS,,,0.0,159.0,Seed-derived Auvik CW SKU from seed__product_categorization (2026-08-30 rebuild) | 2026-08-30-b: pruned+CMS-retag: retagged CW->CMS (CMS RMM Networks Auvik bundle)
Auvik,CULCSAS10071701M0040,,AUVIK_CMS_ESSENTIALS,,,0.0,530.0,Seed-derived Auvik CW SKU from seed__product_categorization (2026-08-30 rebuild) | 2026-08-30-b: pruned+CMS-retag: retagged CW->CMS (CMS RMM Networks Auvik bundle)
Auvik,CULCSAS10071801M0075,,AUVIK_CMS_ESSENTIALS,,,0.0,935.0,Seed-derived Auvik CW SKU from seed__product_categorization (2026-08-30 rebuild) | 2026-08-30-b: pruned+CMS-retag: retagged CW->CMS (CMS RMM Networks Auvik bundle)
Auvik,CULCSAS10071801M0100,,AUVIK_CMS_ESSENTIALS,,,0.0,1060.0,Seed-derived Auvik CW SKU from seed__product_categorization (2026-08-30 rebuild) | 2026-08-30-b: pruned+CMS-retag: retagged CW->CMS (CMS RMM Networks Auvik bundle)
Auvik,CULCSAS10071901M0150,,AUVIK_CMS_ESSENTIALS,,,0.0,1431.0,Seed-derived Auvik CW SKU from seed__product_categorization (2026-08-30 rebuild) | 2026-08-30-b: pruned+CMS-retag: retagged CW->CMS (CMS RMM Networks Auvik bundle)
Auvik,CULCSAS10071901M0175,,AUVIK_CMS_ESSENTIALS,,,0.0,1670.0,Seed-derived Auvik CW SKU from seed__product_categorization (2026-08-30 rebuild) | 2026-08-30-b: pruned+CMS-retag: retagged CW->CMS (CMS RMM Networks Auvik bundle)
Auvik,CULCSAS10072101M0750,,AUVIK_CMS_ESSENTIALS,,,0.0,5168.0,Seed-derived Auvik CW SKU from seed__product_categorization (2026-08-30 rebuild) | 2026-08-30-b: pruned+CMS-retag: retagged CW->CMS (CMS RMM Networks Auvik bundle)
Auvik,CULCSAS10072201M1000,,AUVIK_CMS_ESSENTIALS,,,0.0,6360.0,Seed-derived Auvik CW SKU from seed__product_categorization (2026-08-30 rebuild) | 2026-08-30-b: pruned+CMS-retag: retagged CW->CMS (CMS RMM Networks Auvik bundle)
Auvik,CULCSAS10072301M1500,,AUVIK_CMS_ESSENTIALS,,,0.0,8745.0,Seed-derived Auvik CW SKU from seed__product_categorization (2026-08-30 rebuild) | 2026-08-30-b: pruned+CMS-retag: retagged CW->CMS (CMS RMM Networks Auvik bundle)
Auvik,CULCSAS10072501M0250,,AUVIK_CMS_ESSENTIALS,,,0.0,2120.0,Seed-derived Auvik CW SKU from seed__product_categorization (2026-08-30 rebuild) | 2026-08-30-b: pruned+CMS-retag: retagged CW->CMS (CMS RMM Networks Auvik bundle)
Auvik,CULCSAS10072601M0500,,AUVIK_CMS_ESSENTIALS,,,0.0,3710.0,Seed-derived Auvik CW SKU from seed__product_categorization (2026-08-30 rebuild) | 2026-08-30-b: pruned+CMS-retag: retagged CW->CMS (CMS RMM Networks Auvik bundle)
Auvik,M2MLICSAAS1007010001,,AUVIK_CMS_ESSENTIALS,,,,,Seed-derived Auvik CW SKU from seed__product_categorization (2026-08-30 rebuild) | 2026-08-30-b: pruned+CMS-retag: retagged CW->CMS (CMS RMM Networks Auvik bundle)
Auvik,,COANM-2 Additional Billable Devices,AUVIK_CMS_ESSENTIALS,,,,,2026-08-30: rebuilt vendor_product map from AUVIK_USAGE
Auvik,,ERM-ANM-250 Auvik Essentials -- Committed,AUVIK_CMS_ESSENTIALS,,,,,2026-08-30: rebuilt vendor_product map from AUVIK_USAGE
Auvik,,ANM Essentials,AUVIK_CMS_ESSENTIALS,,,,,2026-08-30: rebuilt vendor_product map from AUVIK_USAGE
Auvik,,COANM-3 Additional Billable Devices,AUVIK_CMS_ESSENTIALS,,,,,2026-08-30: rebuilt vendor_product map from AUVIK_USAGE
Auvik,,ERM-ANM-250 Auvik Essentials -- Overage,AUVIK_CMS_ESSENTIALS,,,,,2026-08-30: rebuilt vendor_product map from AUVIK_USAGE
Auvik,,ERM-ANM-40 Auvik Essentials -- Overage,AUVIK_CMS_ESSENTIALS,,,,,2026-08-30: rebuilt vendor_product map from AUVIK_USAGE
Auvik,,Usage - Licenses,AUVIK_CMS_ESSENTIALS,,,,,2026-08-30: rebuilt vendor_product map from AUVIK_USAGE
Auvik,,COANM-1 Committed Billable Devices,AUVIK_CMS_ESSENTIALS,,,,,2026-08-30: rebuilt vendor_product map from AUVIK_USAGE
Auvik,,Continuum Monthly Plan,AUVIK_CMS_ESSENTIALS,,,,,2026-08-30: rebuilt vendor_product map from AUVIK_USAGE
Auvik,,COANM-4 Additional Billable Devices,AUVIK_CMS_ESSENTIALS,,,,,2026-08-30: rebuilt vendor_product map from AUVIK_USAGE
Auvik,,COANM-5 Additional Billable Devices,AUVIK_CMS_ESSENTIALS,,,,,2026-08-30: rebuilt vendor_product map from AUVIK_USAGE
Auvik,,ANM Essentials - Evergreen,AUVIK_CMS_ESSENTIALS,,,,,2026-08-30: rebuilt vendor_product map from AUVIK_USAGE
Auvik,,COANM-3 Committed Billable Devices,AUVIK_CMS_ESSENTIALS,,,,,2026-08-30: rebuilt vendor_product map from AUVIK_USAGE
Auvik,,COANM-4 Committed Billable Devices,AUVIK_CMS_ESSENTIALS,,,,,2026-08-30: rebuilt vendor_product map from AUVIK_USAGE
Auvik,,ERM-ANM-500 Auvik Essentials -- Overage,AUVIK_CMS_ESSENTIALS,,,,,2026-08-30: rebuilt vendor_product map from AUVIK_USAGE
Auvik,,COANM-1 Additional Billable Devices,AUVIK_CMS_ESSENTIALS,,,,,2026-08-30: rebuilt vendor_product map from AUVIK_USAGE
Auvik,,COANM-2 Committed Billable Devices,AUVIK_CMS_ESSENTIALS,,,,,2026-08-30: rebuilt vendor_product map from AUVIK_USAGE
Auvik,,Licenses,AUVIK_CMS_ESSENTIALS,,,,,2026-08-30: rebuilt vendor_product map from AUVIK_USAGE
Auvik,,COANM-0 Committed Billable Devices,AUVIK_CMS_ESSENTIALS,,,,,2026-08-30: rebuilt vendor_product map from AUVIK_USAGE
Auvik,,ANM Essentials Evergreen,AUVIK_CMS_ESSENTIALS,,,,,2026-08-30: rebuilt vendor_product map from AUVIK_USAGE
Auvik,,ERM-ANM-40 Auvik Essentials -- Committed,AUVIK_CMS_ESSENTIALS,,,,,2026-08-30: rebuilt vendor_product map from AUVIK_USAGE
Auvik,,COANM-5 Committed Billable Devices,AUVIK_CMS_ESSENTIALS,,,,,2026-08-30: rebuilt vendor_product map from AUVIK_USAGE
Auvik,,COANM-0 Additional Billable Devices,AUVIK_CMS_ESSENTIALS,,,,,2026-08-30: rebuilt vendor_product map from AUVIK_USAGE
Auvik,,ERM-ANM-500 Auvik Essentials -- Committed,AUVIK_CMS_ESSENTIALS,,,,,2026-08-30: rebuilt vendor_product map from AUVIK_USAGE
Auvik,CMS-3P-UMM-RMM-SAAS-10070202,,AUVIK_CMS_PERFORMANCE,,,0.0,11.2,Seed-derived Auvik CW SKU from seed__product_categorization (2026-08-30 rebuild)
Auvik,CMS-3P-UMM-RMM-SAAS-10072003,,AUVIK_CMS_PERFORMANCE,,,0.0,10.35,Seed-derived Auvik CW SKU from seed__product_categorization (2026-08-30 rebuild)
Auvik,,EPRM-ANM-500 Auvik Essentials -- Overage,AUVIK_CMS_PERFORMANCE,,,,,2026-08-30: rebuilt vendor_product map from AUVIK_USAGE
Auvik,,PARM-ANM-100 Auvik Performance Add On -- Overage,AUVIK_CMS_PERFORMANCE,,,,,2026-08-30: rebuilt vendor_product map from AUVIK_USAGE
Auvik,,PRM-ANM-500 Auvik Performance -- Overage,AUVIK_CMS_PERFORMANCE,,,,,2026-08-30: rebuilt vendor_product map from AUVIK_USAGE
Auvik,,PARM-ANM-40 Auvik Performance Add On -- Overage,AUVIK_CMS_PERFORMANCE,,,,,2026-08-30: rebuilt vendor_product map from AUVIK_USAGE
Auvik,,ANM Performance Add-on,AUVIK_CMS_PERFORMANCE,,,,,2026-08-30: rebuilt vendor_product map from AUVIK_USAGE
Auvik,,COANM-4 Additional Performance Add-Ons,AUVIK_CMS_PERFORMANCE,,,,,2026-08-30: rebuilt vendor_product map from AUVIK_USAGE
Auvik,,PARM-ANM-175 Auvik Performance Add On -- Overage,AUVIK_CMS_PERFORMANCE,,,,,2026-08-30: rebuilt vendor_product map from AUVIK_USAGE
Auvik,,EPRM-ANM-1000 Auvik Essentials -- Committed,AUVIK_CMS_PERFORMANCE,,,,,2026-08-30: rebuilt vendor_product map from AUVIK_USAGE
Auvik,,PARM-ANM-250 Auvik Performance Add On -- Overage,AUVIK_CMS_PERFORMANCE,,,,,2026-08-30: rebuilt vendor_product map from AUVIK_USAGE
Auvik,,PARM-ANM-100 Auvik Performance Add On,AUVIK_CMS_PERFORMANCE,,,,,2026-08-30: rebuilt vendor_product map from AUVIK_USAGE
Auvik,,EPRM-ANM-750 Auvik Essentials -- Committed,AUVIK_CMS_PERFORMANCE,,,,,2026-08-30: rebuilt vendor_product map from AUVIK_USAGE
Auvik,,COANM-0 Additional Performance Add-Ons,AUVIK_CMS_PERFORMANCE,,,,,2026-08-30: rebuilt vendor_product map from AUVIK_USAGE
Auvik,,ANM Performance Add-On Evergreen,AUVIK_CMS_PERFORMANCE,,,,,2026-08-30: rebuilt vendor_product map from AUVIK_USAGE
Auvik,,EPRM-ANM-100 Auvik Essentials -- Committed,AUVIK_CMS_PERFORMANCE,,,,,2026-08-30: rebuilt vendor_product map from AUVIK_USAGE
Auvik,,ANM Performance Add-Ons,AUVIK_CMS_PERFORMANCE,,,,,2026-08-30: rebuilt vendor_product map from AUVIK_USAGE
Auvik,,PARM-ANM-1000 Auvik Performance Add On,AUVIK_CMS_PERFORMANCE,,,,,2026-08-30: rebuilt vendor_product map from AUVIK_USAGE
Auvik,,EPRM-ANM-10 Auvik Essentials -- Committed,AUVIK_CMS_PERFORMANCE,,,,,2026-08-30: rebuilt vendor_product map from AUVIK_USAGE
Auvik,,PARM-ANM-10 Auvik Performance Add On,AUVIK_CMS_PERFORMANCE,,,,,2026-08-30: rebuilt vendor_product map from AUVIK_USAGE
Auvik,,ANM Performance Add-Ons - Evergreen,AUVIK_CMS_PERFORMANCE,,,,,2026-08-30: rebuilt vendor_product map from AUVIK_USAGE
Auvik,,EPRM-ANM-1000 Auvik Essentials -- Overage,AUVIK_CMS_PERFORMANCE,,,,,2026-08-30: rebuilt vendor_product map from AUVIK_USAGE
Auvik,,ANM Full Performance - Evergreen,AUVIK_CMS_PERFORMANCE,,,,,2026-08-30: rebuilt vendor_product map from AUVIK_USAGE
Auvik,,EPRM-ANM-175 Auvik Essentials -- Committed,AUVIK_CMS_PERFORMANCE,,,,,2026-08-30: rebuilt vendor_product map from AUVIK_USAGE
Auvik,,COANM-5 Additional Performance Add-Ons,AUVIK_CMS_PERFORMANCE,,,,,2026-08-30: rebuilt vendor_product map from AUVIK_USAGE
Auvik,,EPRM-ANM-40 Auvik Essentials -- Overage,AUVIK_CMS_PERFORMANCE,,,,,2026-08-30: rebuilt vendor_product map from AUVIK_USAGE
Auvik,,EPRM-ANM-250 Auvik Essentials -- Committed,AUVIK_CMS_PERFORMANCE,,,,,2026-08-30: rebuilt vendor_product map from AUVIK_USAGE
Auvik,,PARM-ANM-1000 Auvik Performance Add On -- Overage,AUVIK_CMS_PERFORMANCE,,,,,2026-08-30: rebuilt vendor_product map from AUVIK_USAGE
Auvik,,EPRM-ANM-175 Auvik Essentials -- Overage,AUVIK_CMS_PERFORMANCE,,,,,2026-08-30: rebuilt vendor_product map from AUVIK_USAGE
Auvik,,EPRM-ANM-500 Auvik Essentials -- Committed,AUVIK_CMS_PERFORMANCE,,,,,2026-08-30: rebuilt vendor_product map from AUVIK_USAGE
Auvik,,PARM-ANM-75 Auvik Performance Add On -- Overage,AUVIK_CMS_PERFORMANCE,,,,,2026-08-30: rebuilt vendor_product map from AUVIK_USAGE
Auvik,,EPRM-ANM-75 Auvik Essentials -- Overage,AUVIK_CMS_PERFORMANCE,,,,,2026-08-30: rebuilt vendor_product map from AUVIK_USAGE
Auvik,,PRM-ANM-500 Auvik Performance -- Committed,AUVIK_CMS_PERFORMANCE,,,,,2026-08-30: rebuilt vendor_product map from AUVIK_USAGE
Auvik,,EPRM-ANM-10 Auvik Essentials -- Overage,AUVIK_CMS_PERFORMANCE,,,,,2026-08-30: rebuilt vendor_product map from AUVIK_USAGE
Auvik,,EPRM-ANM-100 Auvik Essentials -- Overage,AUVIK_CMS_PERFORMANCE,,,,,2026-08-30: rebuilt vendor_product map from AUVIK_USAGE
Auvik,,PARM-ANM-40 Auvik Performance Add On,AUVIK_CMS_PERFORMANCE,,,,,2026-08-30: rebuilt vendor_product map from AUVIK_USAGE
Auvik,,ANM Full Performance Evergreen,AUVIK_CMS_PERFORMANCE,,,,,2026-08-30: rebuilt vendor_product map from AUVIK_USAGE
Auvik,,EPRM-ANM-75 Auvik Essentials -- Committed,AUVIK_CMS_PERFORMANCE,,,,,2026-08-30: rebuilt vendor_product map from AUVIK_USAGE
Auvik,,EPRM-ANM-250 Auvik Essentials -- Overage,AUVIK_CMS_PERFORMANCE,,,,,2026-08-30: rebuilt vendor_product map from AUVIK_USAGE
Auvik,,EPRM-ANM-750 Auvik Essentials -- Overage,AUVIK_CMS_PERFORMANCE,,,,,2026-08-30: rebuilt vendor_product map from AUVIK_USAGE
Auvik,,COANM-3 Additional Performance Add-Ons,AUVIK_CMS_PERFORMANCE,,,,,2026-08-30: rebuilt vendor_product map from AUVIK_USAGE
Auvik,,PARM-ANM-10 Auvik Performance Add On -- Overage,AUVIK_CMS_PERFORMANCE,,,,,2026-08-30: rebuilt vendor_product map from AUVIK_USAGE
Auvik,,PARM-ANM-500 Auvik Performance Add On -- Overage,AUVIK_CMS_PERFORMANCE,,,,,2026-08-30: rebuilt vendor_product map from AUVIK_USAGE
Auvik,,EPRM-ANM-40 Auvik Essentials -- Committed,AUVIK_CMS_PERFORMANCE,,,,,2026-08-30: rebuilt vendor_product map from AUVIK_USAGE
Auvik,CW-AUVIK-MRM-ASM,,AUVIK_CW_ASM,,,2.1,3.5,Seed-derived Auvik CW SKU from seed__product_categorization (2026-08-30 rebuild)
Auvik,CW-AUVIK-MRM-ASM-IIT,,AUVIK_CW_ASM,,,,,Seed-derived Auvik CW SKU from seed__product_categorization (2026-08-30 rebuild)
